epoch,accuracy,loss,val_accuracy,val_loss
0,0.4345672130584717,1.570909857749939,0.39791807532310486,1.5737134218215942
1,0.45080500841140747,1.494930624961853,0.39791807532310486,1.5480824708938599
2,0.4523186981678009,1.461533546447754,0.4016118347644806,1.519454002380371
3,0.46896931529045105,1.4254614114761353,0.41302886605262756,1.4919618368148804
4,0.4916746914386749,1.3862226009368896,0.4301544725894928,1.4756312370300293
5,0.5092885494232178,1.3499510288238525,0.46944257616996765,1.399767279624939
6,0.5248383283615112,1.314340591430664,0.4818670153617859,1.369571566581726
7,0.5304802656173706,1.2827216386795044,0.5003358125686646,1.33826744556427
8,0.5471308827400208,1.2495230436325073,0.46138349175453186,1.4260926246643066
9,0.5621301531791687,1.2146449089050293,0.5490261912345886,1.2722381353378296
10,0.570524275302887,1.189346194267273,0.5151107907295227,1.2899178266525269
11,0.5791935920715332,1.1618059873580933,0.5611148476600647,1.2330743074417114
12,0.5921288132667542,1.1383006572723389,0.5638012290000916,1.2137997150421143
13,0.6036878824234009,1.1149665117263794,0.5718603134155273,1.1830850839614868
14,0.6036878824234009,1.0986031293869019,0.5893216729164124,1.1647186279296875
15,0.6174487471580505,1.0729398727416992,0.5664875507354736,1.183915138244629
16,0.6217145919799805,1.0620964765548706,0.594022810459137,1.1345179080963135
17,0.6296958923339844,1.0296722650527954,0.5815984010696411,1.1640563011169434
18,0.6393284797668457,1.0181379318237305,0.6161853671073914,1.0918140411376953
19,0.6379523873329163,1.006543755531311,0.613834798336029,1.0906168222427368
20,0.6479977965354919,0.9925248026847839,0.6121557950973511,1.0781028270721436
21,0.6577680110931396,0.9681349396705627,0.6007387638092041,1.115342378616333
22,0.6601073145866394,0.9652083516120911,0.6202149391174316,1.0538971424102783
23,0.668639063835144,0.9423869848251343,0.6134989857673645,1.0917069911956787
24,0.6730425357818604,0.9294832348823547,0.5755540728569031,1.1458343267440796
25,0.6724920868873596,0.9219416975975037,0.6380121111869812,1.013299584388733
26,0.6825374960899353,0.8995721936225891,0.6289455890655518,1.0425047874450684
27,0.6803357601165771,0.8926653861999512,0.6450638175010681,1.0100035667419434
28,0.6716664433479309,0.9077737331390381,0.6537944674491882,0.981433093547821
29,0.6947846412658691,0.8742875456809998,0.5755540728569031,1.1549787521362305
30,0.6917572617530823,0.8744097352027893,0.6598387956619263,0.9765288233757019
31,0.6991881132125854,0.8484388589859009,0.6501007676124573,0.9842405319213867
32,0.702765941619873,0.8469279408454895,0.6544660925865173,0.975095272064209
33,0.7042796015739441,0.8328794836997986,0.6161853671073914,1.0566227436065674
34,0.70152747631073,0.832336962223053,0.663532555103302,0.9487866163253784
35,0.7097839713096619,0.81473308801651,0.66521155834198,0.9466816186904907
36,0.7157011032104492,0.810071587562561,0.632975161075592,1.0104141235351562
37,0.7148754596710205,0.8051048517227173,0.6417058706283569,0.9986960887908936
38,0.7229943871498108,0.7936685085296631,0.6702485084533691,0.9141335487365723
39,0.7224439382553101,0.7906790375709534,0.6682336926460266,0.9412885904312134
40,0.7216182947158813,0.7833330035209656,0.6306245923042297,1.0295679569244385
41,0.7260217666625977,0.7746681571006775,0.6537944674491882,0.9466431140899658
42,0.731938898563385,0.7603815197944641,0.6588314175605774,0.9237533807754517
43,0.7346910834312439,0.7578218579292297,0.6548019051551819,0.9643296599388123
44,0.7381312847137451,0.7448590993881226,0.6776359677314758,0.9149951338768005
45,0.735654354095459,0.759049654006958,0.6769644021987915,0.9081904888153076
46,0.7406082153320312,0.7328757643699646,0.671255886554718,0.9241992831230164
47,0.74143385887146,0.7329557538032532,0.6487575769424438,0.96294766664505
48,0.7418466806411743,0.7324196100234985,0.6940900087356567,0.8598320484161377
49,0.7433604001998901,0.7259606122970581,0.6729348301887512,0.9046210050582886
50,0.7492775321006775,0.7064077854156494,0.6675621271133423,0.9506803154945374
51,0.755882740020752,0.6994062066078186,0.6920751929283142,0.8806794285774231
52,0.7564331889152527,0.6935684680938721,0.6907320618629456,0.8987882733345032
53,0.7598733901977539,0.6882084012031555,0.6971121430397034,0.8647242188453674
54,0.7514792680740356,0.7018411159515381,0.6900604367256165,0.8914539217948914
55,0.7652401328086853,0.6793947219848633,0.7075218558311462,0.8353275060653687
56,0.7629007697105408,0.6677979230880737,0.7102081775665283,0.8338662385940552
57,0.7638640403747559,0.6737398505210876,0.6880456805229187,0.8747097253799438
58,0.7662034034729004,0.6617987751960754,0.7008059024810791,0.8543563485145569
59,0.7677170634269714,0.6614560484886169,0.6917394399642944,0.8750222325325012
60,0.770331621170044,0.6543025374412537,0.7061786651611328,0.8418752551078796
61,0.7711572647094727,0.6497073769569397,0.7024849057197571,0.8387888669967651
62,0.7739094495773315,0.6484742760658264,0.6823371648788452,0.8993354439735413
63,0.780514657497406,0.6329583525657654,0.7115513682365417,0.8184669613838196
64,0.7787257432937622,0.63681960105896,0.7092007994651794,0.8200991749763489
65,0.7842300534248352,0.625157356262207,0.6813297271728516,0.9406098127365112
66,0.7817531228065491,0.6208781599998474,0.7169241309165955,0.8040025234222412
67,0.7849181294441223,0.6230659484863281,0.7024849057197571,0.8422025442123413
68,0.7843676805496216,0.6146494746208191,0.7149093151092529,0.8118141293525696
69,0.7898720502853394,0.6112053394317627,0.7222968339920044,0.7959961891174316
70,0.7812026739120483,0.6180369853973389,0.7219610214233398,0.7990792393684387
71,0.7944130897521973,0.5934038758277893,0.6631968021392822,0.9306620955467224
72,0.7902848720550537,0.5963459014892578,0.6971121430397034,0.8799612522125244
73,0.7934498190879822,0.5860391855239868,0.7058428525924683,0.8369999527931213
74,0.7924866080284119,0.5933175086975098,0.7222968339920044,0.79179847240448
75,0.8003302812576294,0.5882399678230286,0.7165883183479309,0.8007538914680481
76,0.7951011657714844,0.5921064019203186,0.7092007994651794,0.8421560525894165
77,0.8014311194419861,0.5745671391487122,0.7283411622047424,0.7940949201583862
78,0.7937250733375549,0.5778327584266663,0.7024849057197571,0.8681015372276306
79,0.8032200336456299,0.5727242827415466,0.7243115901947021,0.8121512532234192
80,0.8074858784675598,0.554360568523407,0.715580940246582,0.8111122846603394
81,0.8070730566978455,0.5496228337287903,0.733042299747467,0.7813537120819092
82,0.8083115220069885,0.5542967915534973,0.7256547808647156,0.8007552623748779
83,0.8025320172309875,0.5556169152259827,0.6833445429801941,0.9125210642814636
84,0.8070730566978455,0.5489016771316528,0.7182673215866089,0.8193856477737427
85,0.8077611327171326,0.5424804091453552,0.7102081775665283,0.8438648581504822
86,0.8139534592628479,0.5325813889503479,0.7219610214233398,0.8026653528213501
87,0.8107885122299194,0.5387585759162903,0.7280053496360779,0.7739816308021545
88,0.8142287135124207,0.5397013425827026,0.7175956964492798,0.8159258365631104
89,0.8183569312095642,0.52320796251297,0.7081934213638306,0.8437238335609436
90,0.8162928223609924,0.5261834263801575,0.7300201654434204,0.7832242846488953
91,0.819595456123352,0.5252823233604431,0.7273337841033936,0.8050790429115295
92,0.8217971920967102,0.5168233513832092,0.7370718717575073,0.7709259390830994
93,0.8264758586883545,0.5107364654541016,0.7296843528747559,0.7875297665596008
94,0.8204210996627808,0.5122466087341309,0.7303559184074402,0.7902958989143372
95,0.8289527893066406,0.5040693283081055,0.7236400246620178,0.7868373394012451
96,0.825374960899353,0.5090866088867188,0.7031564712524414,0.8866415023803711
97,0.82413649559021,0.5082653760910034,0.7316991090774536,0.7844111323356628
98,0.8321177959442139,0.49624156951904297,0.7222968339920044,0.8077322840690613
99,0.8256502151489258,0.5002186894416809,0.6937541961669922,0.9100644588470459
100,0.8337690830230713,0.4887465238571167,0.7243115901947021,0.7926841378211975
101,0.8288151621818542,0.4958314597606659,0.7263264060020447,0.8177263736724854
102,0.8295032382011414,0.48376113176345825,0.7327064871788025,0.7686745524406433
103,0.8350075483322144,0.4711798429489136,0.726997971534729,0.8003735542297363
104,0.8295032382011414,0.48395830392837524,0.7259905934333801,0.8086895942687988
105,0.8348699808120728,0.4766087234020233,0.7357286810874939,0.7747374176979065
106,0.8387230038642883,0.4672369360923767,0.7246474027633667,0.8150591254234314
